transaction_id,ledger_status,credited_amount,credited_date,duplicate_flag,notes
TXN2839,reconciled,499900,2026-08-17,no,
TXN2841,pending,,,no,
TXN2844,pending,,,no,
TXN2845,reconciled,19900,2026-07-17,no,
TXN2846,pending,199900,,no,awaiting_amount_confirmation
TXN2847,pending,,,no,
TXN2848,reconciled,499900,2026-07-31,no,
TXN2850,pending,19900,,no,awaiting_amount_confirmation
TXN2851,reconciled,29900,2026-08-25,no,
TXN2852,reconciled,49900,2026-07-04,no,
TXN2853,reconciled,9900,2026-08-30,no,
TXN2854,reconciled,29900,2026-08-17,no,
TXN2855,reconciled,99900,2026-08-22,no,
TXN2856,reconciled,499900,2026-08-26,no,
TXN2857,pending,,,no,
TXN2858,reconciled,49900,2026-07-05,no,
TXN2859,pending,,,no,
TXN2860,reconciled,9900,2026-08-08,no,
TXN2861,pending,499900,,no,awaiting_amount_confirmation
TXN2862,pending,,,no,
TXN2863,reconciled,9900,2026-07-22,no,
TXN2864,reconciled,499900,2026-08-28,no,
TXN2865,pending,,,no,
TXN2866,pending,,,no,
TXN2867,reconciled,499900,2026-08-18,no,
TXN2868,reconciled,9900,2026-07-29,no,
TXN2869,reconciled,199900,2026-08-02,no,
TXN2870,pending,,,no,
TXN2871,reconciled,499900,2026-07-28,no,
TXN2872,reconciled,29900,2026-08-21,no,
TXN2873,reconciled,19900,2026-08-22,no,
TXN2874,reconciled,19900,2026-09-01,no,
TXN2875,reconciled,99900,2026-07-21,no,
TXN2876,reconciled,49900,2026-08-04,no,
TXN2877,reconciled,19900,2026-07-03,no,
TXN2878,reconciled,999900,2026-07-06,no,
TXN2879,reconciled,499900,2026-07-12,no,
TXN2880,pending,29900,,no,awaiting_amount_confirmation
TXN2881,reconciled,499900,2026-07-20,no,
TXN2882,reconciled,9900,2026-07-12,no,
TXN2883,pending,,,no,
TXN2884,reconciled,29900,2026-08-04,yes,possible_duplicate_entry
TXN2884,reconciled,29900,2026-08-04,yes,possible_duplicate_entry
TXN2885,pending,19900,,no,awaiting_amount_confirmation
TXN2886,pending,,,no,
TXN2887,reconciled,29900,2026-07-18,no,
TXN2888,pending,,,no,
TXN2889,reconciled,29900,2026-08-15,no,
TXN2890,reconciled,499900,2026-07-31,no,
TXN2891,reconciled,499900,2026-08-01,no,
TXN2892,reconciled,999900,2026-08-23,no,
TXN2893,reconciled,499900,2026-07-30,no,
TXN2894,pending,,,no,
TXN2895,pending,,,no,
TXN2897,reconciled,999900,2026-08-29,no,
TXN2898,reconciled,49900,2026-08-01,no,
TXN2899,reconciled,19900,2026-07-15,no,
TXN2900,pending,,,no,
TXN2901,reconciled,19900,2026-07-05,no,
TXN2902,pending,,,no,
TXN2903,pending,199900,,no,awaiting_amount_confirmation
TXN2904,reconciled,29900,2026-08-22,no,
TXN2905,pending,,,no,
TXN2906,reconciled,999900,2026-08-30,no,
TXN2907,reconciled,19900,2026-07-15,no,
TXN2908,reconciled,499900,2026-08-17,no,
TXN2909,pending,,,no,
TXN2910,reconciled,9900,2026-08-26,no,
TXN2911,reconciled,999900,2026-08-04,no,
TXN2912,reconciled,499900,2026-08-08,no,
TXN2913,pending,,,no,
TXN2914,reconciled,199900,2026-07-21,no,
TXN2915,pending,,,no,
TXN2916,reconciled,49900,2026-08-20,no,
TXN2917,pending,,,no,
TXN2918,pending,,,no,
TXN2919,pending,499900,,no,awaiting_amount_confirmation
TXN2920,reconciled,499900,2026-07-05,no,
TXN2921,pending,99900,,no,awaiting_amount_confirmation
TXN2922,reconciled,29900,2026-07-18,yes,possible_duplicate_entry
TXN2922,reconciled,29900,2026-07-18,yes,possible_duplicate_entry
TXN2923,pending,,,no,
TXN2924,pending,,,no,
TXN2925,reconciled,29900,2026-09-01,no,
TXN2926,pending,,,no,
TXN2927,pending,,,no,
TXN2928,reconciled,199900,2026-09-01,no,
TXN2929,reconciled,199900,2026-08-09,no,
TXN2930,reconciled,499900,2026-07-04,no,
TXN2931,reconciled,99900,2026-08-20,no,
TXN2932,pending,,,no,
TXN2933,reconciled,29900,2026-07-22,no,
TXN2934,reconciled,99900,2026-07-11,no,
TXN2935,reconciled,99900,2026-08-07,no,
TXN2936,reconciled,29900,2026-07-14,no,
TXN2937,reconciled,9900,2026-09-02,no,
TXN2938,pending,,,no,
TXN2939,reconciled,199900,2026-08-17,no,
TXN2940,reconciled,99900,2026-08-22,no,
TXN2941,reconciled,9900,2026-08-04,yes,possible_duplicate_entry
TXN2941,reconciled,9900,2026-08-04,yes,possible_duplicate_entry
TXN2942,pending,,,no,
TXN2943,reconciled,999900,2026-07-12,no,
TXN2944,pending,49900,,no,awaiting_amount_confirmation
TXN2945,reconciled,9900,2026-07-14,no,
TXN2946,reconciled,29900,2026-08-01,no,
TXN2947,reconciled,9900,2026-07-31,no,
TXN2948,pending,9900,,no,awaiting_amount_confirmation
TXN2949,reconciled,19900,2026-08-27,no,
TXN2950,pending,,,no,
TXN2951,pending,,,no,
TXN2952,reconciled,9900,2026-07-13,no,
TXN2953,pending,199900,,no,awaiting_amount_confirmation
TXN2954,reconciled,199900,2026-07-14,no,
TXN2955,reconciled,199900,2026-08-19,no,
TXN2956,reconciled,29900,2026-08-06,no,
TXN2957,pending,,,no,
TXN2958,pending,9900,,no,awaiting_amount_confirmation
TXN2959,reconciled,99900,2026-08-30,no,
TXN2960,pending,49900,,no,awaiting_amount_confirmation
TXN2961,reconciled,29900,2026-07-11,no,
TXN2962,reconciled,19900,2026-07-31,no,
TXN2963,reconciled,19900,2026-08-25,no,
TXN2964,pending,,,no,
TXN2965,reconciled,999900,2026-07-12,no,
TXN2966,reconciled,19900,2026-08-05,no,
TXN2967,reconciled,29900,2026-08-29,no,
TXN2968,reconciled,49900,2026-08-14,yes,possible_duplicate_entry
TXN2968,reconciled,49900,2026-08-14,yes,possible_duplicate_entry
TXN2969,reconciled,499900,2026-07-24,no,
TXN2970,reconciled,49900,2026-07-17,no,
TXN2971,reconciled,29900,2026-08-31,yes,possible_duplicate_entry
TXN2971,reconciled,29900,2026-08-31,yes,possible_duplicate_entry
TXN2972,reconciled,199900,2026-08-13,no,
TXN2973,reconciled,29900,2026-07-15,no,
TXN2975,reconciled,499900,2026-08-07,no,
TXN2976,pending,,,no,
TXN2977,reconciled,19900,2026-08-03,yes,possible_duplicate_entry
TXN2977,reconciled,19900,2026-08-03,yes,possible_duplicate_entry
TXN2978,reconciled,9900,2026-07-15,no,
TXN2979,reconciled,99900,2026-07-16,no,
TXN2980,pending,,,no,
TXN2982,reconciled,499900,2026-08-09,no,
TXN2983,pending,,,no,
TXN2984,pending,99900,,no,awaiting_amount_confirmation
TXN2985,reconciled,999900,2026-07-15,no,
TXN2986,pending,,,no,
TXN2987,pending,,,no,
TXN2988,reconciled,49900,2026-07-13,no,
TXN2989,reconciled,199900,2026-08-07,no,
TXN2990,pending,9900,,no,awaiting_amount_confirmation
TXN2991,reconciled,499900,2026-08-04,no,
TXN2992,reconciled,99900,2026-07-31,no,
TXN2993,pending,,,no,
TXN2994,reconciled,199900,2026-07-09,no,
TXN2995,reconciled,49900,2026-07-20,no,
TXN2996,pending,,,no,
TXN2997,reconciled,99900,2026-08-04,no,
TXN2998,reconciled,29900,2026-07-07,no,
TXN2999,reconciled,9900,2026-08-15,yes,possible_duplicate_entry
TXN2999,reconciled,9900,2026-08-15,yes,possible_duplicate_entry
TXN3000,reconciled,99900,2026-08-05,yes,possible_duplicate_entry
TXN3000,reconciled,99900,2026-08-05,yes,possible_duplicate_entry
